url,title,category
https://rieckpil.de/amazon-sqs-listener-testing-with-sqstest-spring-cloud-aws/,"Amazon SQS Listener Testing with @SqsTest (Spring Cloud AWS)",SpringBoot
https://rieckpil.de/spring-boot-test-spring-web-mvc-handlerinterceptor/,"Spring Boot Test Spring Web MVC HandlerInterceptor",SpringBoot
https://rieckpil.de/launchdarkly-java-testing-and-local-development-hints/,"LaunchDarkly Java Testing and Local Development Hints",Tech
https://rieckpil.de/java-development-on-an-apple-m1-a-one-year-review/,"Java Development on an Apple M1 – A One Year Review",Java
https://rieckpil.de/automatic-java-code-migration-with-openrewrite-mockito-example/,"Automatic Java Code Migration with OpenRewrite (Mockito Example)",Java
https://rieckpil.de/write-gatling-performance-tests-with-java/,"Write Gatling Performance Tests with Java",Gatling
https://rieckpil.de/run-java-tests-with-maven-silently-only-log-on-failure/,"Run Java Tests With Maven Silently (Only Log on Failure)",Maven
https://rieckpil.de/aws-lambda-with-kotlin-and-spring-cloud-function/,"AWS Lambda with Kotlin and Spring Cloud Function",AWS
https://rieckpil.de/common-pitfalls-when-testing-spring-boot-applications/,"Testing Spring Boot Applications: Five Common Pitfalls",SpringBoot
https://rieckpil.de/what-the-heck-is-the-springextension-used-for/,"What the Heck Is the SpringExtension Used For?",SpringBoot
https://rieckpil.de/maven-setup-for-testing-java-applications/,"Maven Setup For Testing Java Applications",Maven
https://rieckpil.de/guide-to-springboottest-for-spring-boot-integration-tests/,"Guide to @SpringBootTest for Spring Boot Integration Tests",SpringBoot
https://linuxize.com/post/how-to-remove-docker-images-containers-volumes-and-networks/,"How To Remove Docker Containers, Images, Volumes, and Networks",Docker
https://winterbe.com/posts/2018/08/29/migrate-maven-projects-to-java-11-jigsaw/,"Migrate Maven Projects to Java 11",Maven
https://www.devglan.com/spring-security/spring-boot-jwt-auth,"Spring Boot Security Jwt Authentication",SpringBoot
https://junit.org/junit5/docs/current/user-guide/,"JUnit 5 User Guide",Testing
https://shekhargulati.com/2019/01/13/running-tests-and-building-react-applications-with-gradle-build-tool/,"Running Tests and Building React applications with Gradle Build Tool",Gradle
http://lewandowski.io/2016/02/formatting-java-time-with-spring-boot-using-json/index.html,"Formatting Java Time with Spring Boot using JSON",SpringBoot
https://blog.ippon.tech/creating-a-modern-web-app-using-vuejs-and-spring-boot-with-jhipster/,"Creating a modern Web app using Vue.js and Spring Boot with JHipster",Jhipster
https://advancedweb.hu/2019/02/19/post_java_8/,"A categorized list of all Java and JVM features since JDK 8",Java
https://blog.jooq.org/2014/06/25/flyway-and-jooq-for-unbeatable-sql-development-productivity/,"Flyway and jOOQ for Unbeatable SQL Development Productivity",Jooq
https://reversecoding.net/spring-mvc-requestparam-binding-request-parameters/,"Spring MVC @Requestparam - Binding request parameters",SpringBoot
https://www.marcobehler.com/guides/java-microservices-a-practical-guide,"Java Microservices: A Practical Guide",MicroServices
https://github.com/gavlyukovskiy/spring-boot-data-source-decorator, "Spring Boot integration with p6spy, datasource-proxy, flexy-pool and spring-cloud-sleuth",SpringBoot
https://www.sitepoint.com/javascript-command-line-interface-cli-node-js/,"Build a JavaScript Command Line Interface (CLI) with Node.js",NodeJS
https://medium.com/faun/continuous-integration-of-java-project-with-github-actions-7a8a0e8246ef,"Continuous Integration of Java project with GitHub Actions",CICD
https://rachelcarmena.github.io/2018/12/12/how-to-teach-git.html,"How to teach Git",Git
https://blog.noizwaves.io/2017/09/02/slow-spring-boot-startup.html,"Fixing Slow Spring Boot Startup",SpringBoot
https://rskupnik.github.io/framework-independence-with-hexagonal-architecture,"Achieving framework-independent zen with the power of interfaces and hexagonal architecture",Architecture
https://www.baeldung.com/jackson-deserialize-immutable-objects,"Deserialize Immutable Objects with Jackson",Java
https://medium.com/ing-blog/how-does-non-blocking-io-work-under-the-hood-6299d2953c74,"How does non-blocking IO work under the hood?",Java
https://fullstackcode.dev/2022/01/22/integration-testing-with-docker-compose-and-testcontainers/,"Integration Testing with Docker-compose and Testcontainers",Testcontainers
https://fullstackcode.dev/2022/07/12/complete-guide-to-database-migrations-with-flyway-and-spring-boot/,"Complete Guide to Database Migrations with Flyway and Spring Boot",SpringBoot
https://letterstoanewdeveloper.com/2022/05/16/you-are-responsible-for-your-career-no-one-else-is/,"You are responsible for your career. No one else is",Thoughts
https://letterstoanewdeveloper.com/2021/01/25/how-to-criticize-code/,"How to criticize code",Thoughts
